2025-08-28 14:54:23 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:12:41 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:14:44 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:14:58 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:15:29 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:15:51 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:16:03 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:16:21 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
